"COUNTRY","Country","VARIABLE","Variable","MEASURE","Measure","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2016","2016","EUR","Euro","0","Units",,,41750688055.253,,
"JPN","Japan","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2015","2015","EUR","Euro","0","Units",,,14437402241.108,,
"JPN","Japan","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2016","2016","EUR","Euro","0","Units",,,16924776116.684,,
"JPN","Japan","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2017","2017","EUR","Euro","0","Units",,,17221813043.757,,
"JPN","Japan","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2018","2018","EUR","Euro","0","Units",,,16478060928.014,,
"JPN","Japan","I-INV-MTN-RD","Total road spending","EUR","Euro","2015","2015","EUR","Euro","0","Units",,,42580821936.253,,
"JPN","Japan","I-INV-MTN-RD","Total road spending","EUR","Euro","2016","2016","EUR","Euro","0","Units",,,49500729174.49,,
"JPN","Japan","I-INV-MTN-RD","Total road spending","EUR","Euro","2017","2017","EUR","Euro","0","Units",,,48799716191.855,,
"JPN","Japan","I-INV-MTN-RD","Total road spending","EUR","Euro","2018","2018","EUR","Euro","0","Units",,,46505319098.651,,
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2015","2015","EUR","Euro","0","Units",,,37023584448.565,,
"JPN","Japan","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2016","2016","EUR","Euro","0","Units",,,37306102268.752,,
"JPN","Japan","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2015","2015","EUR","Euro","0","Units",,,14437402241.108,,
"JPN","Japan","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2016","2016","EUR","Euro","0","Units",,,15123042471.759,,
"JPN","Japan","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2017","2017","EUR","Euro","0","Units",,,16208475472.078,,
"JPN","Japan","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2018","2018","EUR","Euro","0","Units",,,15999353417.423,,
"JPN","Japan","I-INV-MTN-RD","Total road spending","EUR_CONST","Constant Euro","2015","2015","EUR","Euro","0","Units",,,42580821936.253,,
"JPN","Japan","I-INV-MTN-RD","Total road spending","EUR_CONST","Constant Euro","2016","2016","EUR","Euro","0","Units",,,44231109736.861,,
"JPN","Japan","I-INV-MTN-RD","Total road spending","EUR_CONST","Constant Euro","2017","2017","EUR","Euro","0","Units",,,45928323628.316,,
"JPN","Japan","I-INV-MTN-RD","Total road spending","EUR_CONST","Constant Euro","2018","2018","EUR","Euro","0","Units",,,45154283583.478,,
"MEX","Mexico","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2015","2015","MXN","Mexican Peso","0","Units",,,95752400000,,
"MEX","Mexico","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2016","2016","MXN","Mexican Peso","0","Units",,,97815800000,,
"MEX","Mexico","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2017","2017","MXN","Mexican Peso","0","Units",,,81375200000,,
"MEX","Mexico","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2018","2018","MXN","Mexican Peso","0","Units",,,85410300000,,
"MEX","Mexico","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2019","2019","MXN","Mexican Peso","0","Units",,,66370100000,,
"MEX","Mexico","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2015","2015","MXN","Mexican Peso","0","Units",,,19180200000,,
"MEX","Mexico","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2016","2016","MXN","Mexican Peso","0","Units",,,22578100000,,
"MEX","Mexico","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2017","2017","MXN","Mexican Peso","0","Units",,,15703600000,,
"MEX","Mexico","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2018","2018","MXN","Mexican Peso","0","Units",,,18200300000,,
"MEX","Mexico","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2019","2019","MXN","Mexican Peso","0","Units",,,27586000000,,
"MEX","Mexico","I-INV-MTN-RD","Total road spending","NAT","National currency","2015","2015","MXN","Mexican Peso","0","Units",,,94712200000,,
"MEX","Mexico","I-INV-MTN-RD","Total road spending","NAT","National currency","2016","2016","MXN","Mexican Peso","0","Units",,,92409100000,,
"MEX","Mexico","I-INV-MTN-RD","Total road spending","NAT","National currency","2017","2017","MXN","Mexican Peso","0","Units",,,61817800000,,
"MEX","Mexico","I-INV-MTN-RD","Total road spending","NAT","National currency","2018","2018","MXN","Mexican Peso","0","Units",,,70546900000,,
"MEX","Mexico","I-INV-MTN-RD","Total road spending","NAT","National currency","2019","2019","MXN","Mexican Peso","0","Units",,,76688400000,,
"MEX","Mexico","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2015","2015","EUR","Euro","0","Units",,,5446409836.5328,,
"MEX","Mexico","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2016","2016","EUR","Euro","0","Units",,,4739217272.6935,,
"MEX","Mexico","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2017","2017","EUR","Euro","0","Units",,,3814147534.8481,,
"MEX","Mexico","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2018","2018","EUR","Euro","0","Units",,,3760598357.9263,,
"MEX","Mexico","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2019","2019","EUR","Euro","0","Units",,,3077904440.4165,,
"MEX","Mexico","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2015","2015","EUR","Euro","0","Units",,,1090972445.0423,,
"MEX","Mexico","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2016","2016","EUR","Euro","0","Units",,,1093918584.7747,,
"MEX","Mexico","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2017","2017","EUR","Euro","0","Units",,,736045468.74528,,
"MEX","Mexico","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2018","2018","EUR","Euro","0","Units",,,801355554.23368,,
"MEX","Mexico","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2019","2019","EUR","Euro","0","Units",,,1279297031.2434,,
"MEX","Mexico","I-INV-MTN-RD","Total road spending","EUR","Euro","2015","2015","EUR","Euro","0","Units",,,5387243115.7825,,
"MEX","Mexico","I-INV-MTN-RD","Total road spending","EUR","Euro","2016","2016","EUR","Euro","0","Units",,,4477260349.2898,,
"MEX","Mexico","I-INV-MTN-RD","Total road spending","EUR","Euro","2017","2017","EUR","Euro","0","Units",,,2897470107.3513,,
"MEX","Mexico","I-INV-MTN-RD","Total road spending","EUR","Euro","2018","2018","EUR","Euro","0","Units",,,3106165840.6163,,
"MEX","Mexico","I-INV-MTN-RD","Total road spending","EUR","Euro","2019","2019","EUR","Euro","0","Units",,,3556414211.9484,,
"MEX","Mexico","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2015","2015","EUR","Euro","0","Units",,,5446409836.5328,,
"MEX","Mexico","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2016","2016","EUR","Euro","0","Units",,,5279827208.3997,,
"MEX","Mexico","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2017","2017","EUR","Euro","0","Units",,,4118257097.735,,
"MEX","Mexico","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2018","2018","EUR","Euro","0","Units",,,4117948505.5021,,
"MEX","Mexico","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2019","2019","EUR","Euro","0","Units",,,3096712704.5032,,
"MEX","Mexico","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2015","2015","EUR","Euro","0","Units",,,1090972445.0423,,
"MEX","Mexico","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2016","2016","EUR","Euro","0","Units",,,1218703590.7693,,
"MEX","Mexico","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2017","2017","EUR","Euro","0","Units",,,794731836.72657,,
"MEX","Mexico","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2018","2018","EUR","Euro","0","Units",,,877504214.18367,,
"MEX","Mexico","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2019","2019","EUR","Euro","0","Units",,,1287114478.7551,,
"MEX","Mexico","I-INV-MTN-RD","Total road spending","EUR_CONST","Constant Euro","2015","2015","EUR","Euro","0","Units",,,5387243115.7825,,
"MEX","Mexico","I-INV-MTN-RD","Total road spending","EUR_CONST","Constant Euro","2016","2016","EUR","Euro","0","Units",,,4987988448.5301,,
"MEX","Mexico","I-INV-MTN-RD","Total road spending","EUR_CONST","Constant Euro","2017","2017","EUR","Euro","0","Units",,,3128491157.2121,,
"MEX","Mexico","I-INV-MTN-RD","Total road spending","EUR_CONST","Constant Euro","2018","2018","EUR","Euro","0","Units",,,3401328662.0327,,
"MEX","Mexico","I-INV-MTN-RD","Total road spending","EUR_CONST","Constant Euro","2019","2019","EUR","Euro","0","Units",,,3578146523.3294,,
"GBR","United Kingdom","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2015","2015","GBP","Pound Sterling","0","Units",,,2297276000,,
"GBR","United Kingdom","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2016","2016","GBP","Pound Sterling","0","Units",,,2052058000,,
"GBR","United Kingdom","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2017","2017","GBP","Pound Sterling","0","Units",,,1768027000,,
"GBR","United Kingdom","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2018","2018","GBP","Pound Sterling","0","Units",,,2062552000,,
"GBR","United Kingdom","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2019","2019","GBP","Pound Sterling","0","Units",,,2028159000,,
"GBR","United Kingdom","I-INV-MTN-RD","Total road spending","NAT","National currency","2015","2015","GBP","Pound Sterling","0","Units",,,8880580000,,
"GBR","United Kingdom","I-INV-MTN-RD","Total road spending","NAT","National currency","2016","2016","GBP","Pound Sterling","0","Units",,,9062997000,,
"GBR","United Kingdom","I-INV-MTN-RD","Total road spending","NAT","National currency","2017","2017","GBP","Pound Sterling","0","Units",,,9725754000,,
"GBR","United Kingdom","I-INV-MTN-RD","Total road spending","NAT","National currency","2018","2018","GBP","Pound Sterling","0","Units",,,9736605000,,
"GBR","United Kingdom","I-INV-MTN-RD","Total road spending","NAT","National currency","2019","2019","GBP","Pound Sterling","0","Units",,,10487578000,,
"GBR","United Kingdom","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2015","2015","EUR","Euro","0","Units",,,3164292011.0193,,
"GBR","United Kingdom","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2016","2016","EUR","Euro","0","Units",,,2505871290.7559,,
"GBR","United Kingdom","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2017","2017","EUR","Euro","0","Units",,,2017834969.1851,,
"GBR","United Kingdom","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2018","2018","EUR","Euro","0","Units",,,2331094032.5497,,
"GBR","United Kingdom","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2019","2019","EUR","Euro","0","Units",,,2311819218.0554,,
"GBR","United Kingdom","I-INV-MTN-RD","Total road spending","EUR","Euro","2015","2015","EUR","Euro","0","Units",,,12232203856.749,,
"GBR","United Kingdom","I-INV-MTN-RD","Total road spending","EUR","Euro","2016","2016","EUR","Euro","0","Units",,,11067281719.38,,
"GBR","United Kingdom","I-INV-MTN-RD","Total road spending","EUR","Euro","2017","2017","EUR","Euro","0","Units",,,11099924674.732,,
"GBR","United Kingdom","I-INV-MTN-RD","Total road spending","EUR","Euro","2018","2018","EUR","Euro","0","Units",,,11004300406.872,,
"GBR","United Kingdom","I-INV-MTN-RD","Total road spending","EUR","Euro","2019","2019","EUR","Euro","0","Units",,,11954380485.581,,
"GBR","United Kingdom","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2015","2015","EUR","Euro","0","Units",,,3164292011.0193,,
"GBR","United Kingdom","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2016","2016","EUR","Euro","0","Units",,,2794142064.274,,
"GBR","United Kingdom","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2017","2017","EUR","Euro","0","Units",,,2387501125.5383,,
"GBR","United Kingdom","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2018","2018","EUR","Euro","0","Units",,,2696092694.8331,,
"GBR","United Kingdom","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2019","2019","EUR","Euro","0","Units",,,2527305280.5997,,
"GBR","United Kingdom","I-INV-MTN-RD","Total road spending","EUR_CONST","Constant Euro","2015","2015","EUR","Euro","0","Units",,,12232203856.749,,
"GBR","United Kingdom","I-INV-MTN-RD","Total road spending","EUR_CONST","Constant Euro","2016","2016","EUR","Euro","0","Units",,,12340441228.313,,
"GBR","United Kingdom","I-INV-MTN-RD","Total road spending","EUR_CONST","Constant Euro","2017","2017","EUR","Euro","0","Units",,,13133424219.036,,
"GBR","United Kingdom","I-INV-MTN-RD","Total road spending","EUR_CONST","Constant Euro","2018","2018","EUR","Euro","0","Units",,,12727334686.823,,
"GBR","United Kingdom","I-INV-MTN-RD","Total road spending","EUR_CONST","Constant Euro","2019","2019","EUR","Euro","0","Units",,,13068655495.009,,
"USA","United States","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2015","2015","USD","US Dollar","0","Units",,,106687000000,,
"USA","United States","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2016","2016","USD","US Dollar","0","Units",,,106518000000,,
"USA","United States","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2017","2017","USD","US Dollar","0","Units",,,108265000000,,
"USA","United States","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2018","2018","USD","US Dollar","0","Units",,,112812000000,,
"USA","United States","I-INV-TOT-INLD","Total inland transport infrastructure investment","NAT","National currency","2019","2019","USD","US Dollar","0","Units",,,118503000000,,
"USA","United States","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2015","2015","USD","US Dollar","0","Units",,,43984000000,,
"USA","United States","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2016","2016","USD","US Dollar","0","Units",,,53408000000,,
"USA","United States","I-CPV-TOT-INLD","Total inland transport infrastructure capital value","NAT","National currency","2015","2015","USD","US Dollar","0","Units",,,3796600000000,,
"USA","United States","I-CPV-TOT-INLD","Total inland transport infrastructure capital value","NAT","National currency","2016","2016","USD","US Dollar","0","Units",,,3911800000000,,
"USA","United States","I-CPV-TOT-INLD","Total inland transport infrastructure capital value","NAT","National currency","2017","2017","USD","US Dollar","0","Units",,,4061400000000,,
"USA","United States","I-CPV-TOT-INLD","Total inland transport infrastructure capital value","NAT","National currency","2018","2018","USD","US Dollar","0","Units",,,4227600000000,"E","Estimated value"
"USA","United States","I-INV-MTN-RD","Total road spending","NAT","National currency","2015","2015","USD","US Dollar","0","Units",,,133084000000,,
"USA","United States","I-INV-MTN-RD","Total road spending","NAT","National currency","2016","2016","USD","US Dollar","0","Units",,,145908000000,,
"USA","United States","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2015","2015","EUR","Euro","0","Units",,,96149062725.306,,
"USA","United States","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2016","2016","EUR","Euro","0","Units",,,96257003433.941,,
"USA","United States","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2017","2017","EUR","Euro","0","Units",,,95869122465.244,,
"USA","United States","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2018","2018","EUR","Euro","0","Units",,,95482014388.489,,
"USA","United States","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR","Euro","2019","2019","EUR","Euro","0","Units",,,105844051446.95,,
"USA","United States","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2015","2015","EUR","Euro","0","Units",,,39639509733.237,,
"USA","United States","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2016","2016","EUR","Euro","0","Units",,,48263148382.433,,
"USA","United States","I-CPV-TOT-INLD","Total inland transport infrastructure capital value","EUR","Euro","2015","2015","EUR","Euro","0","Units",,,3421593366979.1,,
"USA","United States","I-CPV-TOT-INLD","Total inland transport infrastructure capital value","EUR","Euro","2016","2016","EUR","Euro","0","Units",,,3534971986264.3,,
"USA","United States","I-CPV-TOT-INLD","Total inland transport infrastructure capital value","EUR","Euro","2017","2017","EUR","Euro","0","Units",,,3596387142477.6,,
"USA","United States","I-CPV-TOT-INLD","Total inland transport infrastructure capital value","EUR","Euro","2018","2018","EUR","Euro","0","Units",,,3578163351671.6,"E","Estimated value"
"USA","United States","I-INV-MTN-RD","Total road spending","EUR","Euro","2015","2015","EUR","Euro","0","Units",,,119938716654.65,,
"USA","United States","I-INV-MTN-RD","Total road spending","EUR","Euro","2016","2016","EUR","Euro","0","Units",,,131852521236.22,,
"USA","United States","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2015","2015","EUR","Euro","0","Units",,,96149062725.306,,
"USA","United States","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2016","2016","EUR","Euro","0","Units",,,97895936760.757,,
"USA","United States","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2017","2017","EUR","Euro","0","Units",,,95583068992.639,,
"USA","United States","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2018","2018","EUR","Euro","0","Units",,,92907858845.94,,
"USA","United States","I-INV-TOT-INLD","Total inland transport infrastructure investment","EUR_CONST","Constant Euro","2019","2019","EUR","Euro","0","Units",,,97363428941.088,,
"USA","United States","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2015","2015","EUR","Euro","0","Units",,,39639509733.237,,
"USA","United States","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2016","2016","EUR","Euro","0","Units",,,49086909947.549,,
"USA","United States","I-CPV-TOT-INLD","Total inland transport infrastructure capital value","EUR_CONST","Constant Euro","2015","2015","EUR","Euro","0","Units",,,3421593366979.1,,
"USA","United States","I-CPV-TOT-INLD","Total inland transport infrastructure capital value","EUR_CONST","Constant Euro","2016","2016","EUR","Euro","0","Units",,,3595307338466.6,,
"USA","United States","I-CPV-TOT-INLD","Total inland transport infrastructure capital value","EUR_CONST","Constant Euro","2017","2017","EUR","Euro","0","Units",,,3585691399382.9,,
"USA","United States","I-CPV-TOT-INLD","Total inland transport infrastructure capital value","EUR_CONST","Constant Euro","2018","2018","EUR","Euro","0","Units",,,3481729367366.9,"E","Estimated value"
"USA","United States","I-INV-MTN-RD","Total road spending","EUR_CONST","Constant Euro","2015","2015","EUR","Euro","0","Units",,,119938716654.65,,
"USA","United States","I-INV-MTN-RD","Total road spending","EUR_CONST","Constant Euro","2016","2016","EUR","Euro","0","Units",,,134102996866.14,,
"CHL","Chile","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2015","2015","EUR","Euro","0","Units",,,945437490.98056,,
"CHL","Chile","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2016","2016","EUR","Euro","0","Units",,,820532936.09606,,
"CHL","Chile","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2017","2017","EUR","Euro","0","Units",,,707994170.18825,,
"CHL","Chile","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2018","2018","EUR","Euro","0","Units",,,798456419.35271,,
"CHL","Chile","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2019","2019","EUR","Euro","0","Units",,,789689150.43507,,
"CHL","Chile","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2015","2015","CLP","Chilean Peso","0","Units",,,686041750000,,
"CHL","Chile","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2016","2016","CLP","Chilean Peso","0","Units",,,622021418000,,
"CHL","Chile","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2017","2017","CLP","Chilean Peso","0","Units",,,562375842000,,
"CHL","Chile","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2018","2018","CLP","Chilean Peso","0","Units",,,649203427000,,
"CHL","Chile","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2019","2019","CLP","Chilean Peso","0","Units",,,659208457000,,
"CHL","Chile","I-INV-MTN-RD","Total road spending","EUR_CONST","Constant Euro","2015","2015","EUR","Euro","0","Units",,,2218587769.2423,,
"CHL","Chile","I-INV-MTN-RD","Total road spending","EUR_CONST","Constant Euro","2016","2016","EUR","Euro","0","Units",,,2117739528.7677,,
"CHL","Chile","I-INV-MTN-RD","Total road spending","EUR_CONST","Constant Euro","2017","2017","EUR","Euro","0","Units",,,1917894160.2766,"P","Provisional value"
"CHL","Chile","I-INV-MTN-RD","Total road spending","EUR_CONST","Constant Euro","2018","2018","EUR","Euro","0","Units",,,1722190968.3219,"P","Provisional value"
"CHL","Chile","I-INV-MTN-RD","Total road spending","EUR_CONST","Constant Euro","2019","2019","EUR","Euro","0","Units",,,1844147980.641,"P","Provisional value"
